|||Sütunlar|
Satırlar|||Ankara-6|
||||
||||
Konut Satış Sayıları|Ölçüm bazında|2013|137773.0|
||2014|131825.0|
||2015|146537.0|
||2016|144570.0|
||2017|150561.0|
||2018|131161.0|
||2019|132486.0|
||2020|157095.0|
||2021|144104.0|
||2022|126166.0|
||2023|114432.0|
||2024|134046.0|
||||
