|||Sütunlar||||||||||||||||||||||||||
Satırlar|||Ankara(Akyurt)-1872|Ankara(Altındağ)-1130|Ankara(Ayaş)-1157|Ankara(Bala)-1167|Ankara(Beypazarı)-1187|Ankara(Elmadağ)-1302|Ankara(Etimesgut)-1922|Ankara(Evren)-1924|Ankara(Gölbaşı)-1744|Ankara(Güdül)-1365|Ankara(Haymana)-1387|Ankara(Kahramankazan)-1815|Ankara(Kalecik)-1427|Ankara(Kazan)-1815|Ankara(Keçiören)-1745|Ankara(Kızılcahamam)-1473|Ankara(Mamak)-1746|Ankara(Nallıhan)-1539|Ankara(Polatlı)-1578|Ankara(Pursaklar)-2034|Ankara(Sincan)-1747|Ankara(Yenimahalle)-1723|Ankara(Çamlıdere)-1227|Ankara(Çankaya)-1231|Ankara(Çubuk)-1260|Ankara(Şereflikoçhisar)-1658|
|||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||
||2010|500.0|500.0|35.0|1497.0|998.0|411.0|20.0|420.0|520.0|200.0|3750.0||1913.0|140.0|150.0|1600.0|200.0|577.0|1050.0|60.0|147.0|230.0|500.0|550.0|3408.0|291.0|
||2011|1100.0|540.0|50.0|4073.0|990.0|280.0|30.0|414.0|505.0|150.0|2896.0||2182.0|180.0|230.0|1650.0|97.0|341.0|950.0|120.0|146.0|125.0|620.0|2000.0|3120.0|295.0|
||2012|1149.0|500.0|30.0|3873.0|400.0|500.0|10.0|438.0|432.0|80.0|1530.0||1815.0|150.0|230.0|1988.0|100.0|309.0|750.0|30.0|141.0|58.0|630.0|2698.0|2496.0|323.0|
||2013|1180.0|500.0|46.0|2215.0|340.0|510.0|0.0|390.0|428.0|300.0|1650.0||800.0|682.0|220.0|1601.0|97.0|1040.0|720.0|25.0|142.0|20.0|625.0|1278.0|2480.0|801.0|
||2014|485.0|500.0|101.0|2203.0|330.0|505.0|5.0|116.0|388.0|720.0|1875.0||958.0|630.0|174.0|1421.0|190.0|1039.0|725.0|150.0|150.0|31.0|1700.0|200.0|2500.0|1060.0|
||2015|465.0|650.0|150.0|2302.0|316.0|518.0|3.0|118.0|375.0|840.0|2000.0||906.0|668.0|165.0|1387.0|188.0|790.0|680.0|260.0|139.0|35.0|1500.0|350.0|2550.0|1200.0|
||2016|608.0|645.0|175.0|2256.0|374.0|694.0|7.0|120.0|380.0|845.0|1870.0||925.0|700.0|142.0|1310.0|190.0|694.0|650.0|160.0|118.0|36.0|1450.0|345.0|2480.0|1205.0|
||2017|470.0|615.0|170.0|1484.0|2674.0|1385.0|7.0|95.0|512.0|1096.0|2100.0|615.0|2442.0||220.0|2193.0|189.0|572.0|700.0|160.0|120.0|42.0|2808.0|705.0|2299.0|533.0|
||2018|463.0|420.0|150.0|1501.0|2875.0|1480.0|1.0|92.0|535.0|1396.0|1600.0|482.0|1753.0||246.0|3300.0|190.0|384.0|810.0|100.0|110.0|74.0|3500.0|500.0|1294.0|473.0|
||2019|287.0|370.0|135.0|1315.0|2874.0|1839.0|32.0|88.0|441.0|885.0|1850.0|460.0|1617.0||143.0|3058.0|115.0|385.0|800.0|104.0|100.0|69.0|3400.0|253.0|1029.0|462.0|
||2020|401.0|367.0|130.0|1780.0|3011.0|1890.0|13.0|54.0|478.0|776.0|3500.0|250.0|1575.0||135.0|2737.0|105.0|385.0|800.0|168.0|151.0|80.0|3500.0|258.0|1378.0|350.0|
||2021|287.0|372.0|150.0|1725.0|3051.0|1500.0|15.0|61.0|455.0|972.0|3485.0|248.0|1575.0||67.0|2543.0|116.0|350.0|920.0|131.0|239.0|39.0|3550.0|1400.0|1947.0|280.0|
||2022|387.0|353.0|143.0|440.0|3057.0|1600.0|12.0|44.0|381.0|800.0|2080.0|215.0|1570.0||65.0|2135.0|89.0|312.0|870.0|99.0|219.0|25.0|3000.0|1202.0|1790.0|312.0|
||2023|322.0|91.0|111.0|516.0|2939.0|2025.0|4.0|54.0|180.0|457.0|2229.0|174.0|1596.0||55.0|1559.0|143.0|286.0|527.0|94.0|208.0|38.0|2955.0|818.0|1815.0|273.0|
||2024|255.0|84.0|95.0|515.0|1514.0|1790.0|4.0|23.0|144.0|460.0|507.0|196.0|910.0||58.0|452.0|201.0|277.0|571.0|90.0|74.0|39.0|3282.0|208.0|1876.0|277.0|
|01.41.10.03.02. (Süt Sığırları, Canlı (Yerli), 1 - 2 Yaş Arası Dişi (Düve))|2004|525.0|25.0|15.0|820.0|600.0|265.0|175.0|100.0|181.0|250.0|1400.0||900.0|90.0|50.0|1100.0|120.0|790.0|700.0||25.0|170.0|1200.0|40.0|2045.0|700.0|
||2005|540.0|25.0|45.0|670.0|500.0|165.0|175.0|200.0|220.0|220.0|1400.0||1000.0|60.0|50.0|1200.0|130.0|785.0|250.0||171.0|150.0|1200.0|50.0|2200.0|300.0|
||2006|700.0|25.0|40.0|1100.0|350.0|195.0|165.0|200.0|140.0|250.0|1400.0||1000.0|85.0|50.0|1000.0|120.0|750.0|250.0||65.0|140.0|1280.0|45.0|2205.0|280.0|
||2007|800.0|30.0|38.0|980.0|593.0|244.0|60.0|162.0|181.0|295.0|715.0||637.0|110.0|55.0|500.0|135.0|583.0|251.0||71.0|135.0|651.0|45.0|2160.0|110.0|
||2008|850.0|115.0|18.0|680.0|590.0|260.0|75.0|170.0|190.0|290.0|720.0||987.0|150.0|65.0|950.0|162.0|405.0|687.0||65.0|150.0|700.0|75.0|2915.0|105.0|
||2009|650.0|200.0|15.0|690.0|525.0|210.0|50.0|160.0|230.0|180.0|680.0||755.0|130.0|200.0|1200.0|1700.0|367.0|210.0|100.0|57.0|180.0|300.0|1200.0|2920.0|106.0|
||2010|600.0|400.0|12.0|688.0|596.0|240.0|20.0|170.0|225.0|325.0|670.0||960.0|110.0|150.0|800.0|1340.0|321.0|205.0|60.0|68.0|250.0|600.0|1000.0|2270.0|121.0|
||2011|300.0|410.0|14.0|1634.0|595.0|130.0|5.0|141.0|260.0|250.0|633.0||1186.0|115.0|95.0|900.0|60.0|170.0|205.0|30.0|61.0|19.0|500.0|500.0|2450.0|67.0|
||2012|377.0|207.0|18.0|1604.0|600.0|350.0|5.0|166.0|110.0|250.0|333.0||1143.0|96.0|75.0|646.0|65.0|162.0|150.0|20.0|60.0|30.0|505.0|130.0|1960.0|180.0|
||2013|371.0|480.0|20.0|2199.0|480.0|360.0|1.0|167.0|120.0|100.0|453.0||327.0|130.0|85.0|573.0|63.0|760.0|130.0|25.0|61.0|14.0|510.0|140.0|1968.0|775.0|
||2014|227.0|500.0|44.0|2248.0|496.0|346.0|20.0|65.0|135.0|200.0|655.0||288.0|110.0|75.0|560.0|108.0|751.0|135.0|25.0|85.0|10.0|600.0|31.0|1900.0|895.0|
||2015|237.0|650.0|50.0|2105.0|488.0|323.0|11.0|63.0|133.0|250.0|750.0||337.0|115.0|71.0|523.0|96.0|450.0|110.0|30.0|80.0|8.0|500.0|187.0|1910.0|790.0|
||2016|212.0|640.0|80.0|2115.0|512.0|313.0|7.0|62.0|150.0|248.0|720.0||361.0|110.0|74.0|560.0|90.0|201.0|100.0|20.0|86.0|20.0|550.0|190.0|1870.0|800.0|
||2017|127.0|610.0|51.0|1351.0|514.0|268.0|1.0|66.0|325.0|468.0|801.0|97.0|307.0||86.0|688.0|87.0|184.0|120.0|24.0|90.0|15.0|1218.0|490.0|1811.0|165.0|
||2018|88.0|250.0|44.0|1377.0|419.0|360.0|0.0|65.0|340.0|368.0|600.0|130.0|507.0||121.0|445.0|90.0|112.0|155.0|29.0|28.0|25.0|1000.0|350.0|379.0|155.0|
||2019|39.0|215.0|66.0|1201.0|418.0|406.0|2.0|34.0|280.0|540.0|650.0|135.0|547.0||80.0|501.0|38.0|110.0|140.0|34.0|20.0|4.0|1100.0|75.0|325.0|138.0|
||2020|42.0|213.0|65.0|980.0|442.0|484.0|9.0|34.0|259.0|541.0|500.0|110.0|526.0||145.0|408.0|38.0|145.0|170.0|40.0|15.0|19.0|1210.0|120.0|388.0|110.0|
||2021|22.0|210.0|70.0|945.0|643.0|300.0|10.0|29.0|244.0|736.0|490.0|112.0|526.0||41.0|372.0|43.0|130.0|190.0|27.0|23.0|11.0|1200.0|1000.0|453.0|89.0|
||2022|44.0|200.0|68.0|800.0|641.0|385.0|7.0|15.0|186.0|500.0|300.0|110.0|526.0||40.0|327.0|34.0|105.0|170.0|22.0|31.0|5.0|1000.0|972.0|418.0|78.0|
||2023|46.0|16.0|52.0|125.0|641.0|325.0|2.0|41.0|133.0|99.0|414.0|82.0|543.0||41.0|232.0|219.0|123.0|145.0|16.0|31.0|11.0|1002.0|456.0|397.0|65.0|
||2024|40.0|8.0|40.0|130.0|372.0|218.0|2.0|1.0|99.0|100.0|115.0|129.0|118.0||44.0|33.0|151.0|27.0|126.0|15.0|21.0|12.0|1120.0|20.0|365.0|64.0|
|01.41.10.04.01. (Süt Sığırları, Canlı (Manda), 2 Ve Daha Yukarı Yaşta (İnek))|2004||0.0||28.0||4.0|1.0||5.0||2.0||40.0|135.0|0.0|110.0|1.0||0.0|||17.0||0.0|31.0|45.0|
||2005||||17.0||11.0|1.0|0.0|12.0||4.0||25.0|45.0||90.0|1.0|||||15.0|||28.0|50.0|
||2006||||15.0||8.0|2.0|0.0|12.0||4.0||25.0|30.0||50.0|1.0|||||13.0|||28.0|50.0|
||2007||0.0||14.0||2.0|2.0||4.0||11.0||8.0|16.0|0.0|50.0|1.0|||||12.0|||8.0|42.0|
||2008||1.0||12.0||3.0||0.0|0.0||3.0||6.0|15.0|1.0|55.0|2.0|2.0||||6.0||1.0|8.0|43.0|
||2009||2.0||25.0||1.0||0.0|0.0||1.0||8.0|14.0|1.0|90.0|1.0|2.0|||3.0|5.0||1.0|8.0|74.0|
||2010||1.0|0.0|16.0||0.0||0.0|5.0|0.0|0.0||12.0|17.0|2.0|62.0|1.0|13.0|0.0|0.0|3.0|9.0|10.0|2.0|11.0|75.0|
||2011|0.0|0.0|0.0|24.0||2.0|0.0|1.0|11.0|0.0|0.0||10.0|16.0|0.0|95.0|1.0|15.0|0.0|0.0|3.0|10.0|14.0|28.0|12.0|173.0|
||2012|2.0|3.0||22.0|0.0|5.0||2.0|14.0|0.0|1.0||32.0|20.0||61.0|3.0|8.0|0.0|3.0|4.0|10.0|8.0|5.0|65.0|102.0|
||2013|0.0|3.0|3.0|20.0|0.0|4.0|0.0|4.0|8.0|0.0|2.0||36.0|25.0|0.0|85.0|2.0|8.0|0.0|0.0|5.0|20.0|7.0|8.0|60.0|120.0|
||2014|0.0|3.0|1.0|18.0|0.0|4.0|10.0|2.0|4.0||3.0||43.0|22.0|5.0|102.0|5.0|15.0|0.0|0.0|5.0|15.0|7.0|6.0|40.0|145.0|
||2015|0.0|4.0||37.0||5.0|7.0|0.0|19.0||5.0||52.0|26.0|15.0|173.0|5.0|15.0||5.0|6.0|19.0|16.0|6.0|41.0|150.0|
||2016|1.0|6.0||36.0||9.0|8.0|0.0|11.0||6.0||55.0|23.0|8.0|165.0|3.0|14.0||4.0|8.0|20.0|12.0|5.0|45.0|155.0|
||2017|5.0|15.0|0.0|42.0||11.0|9.0|1.0|37.0||4.0|59.0|78.0||3.0|245.0|11.0|9.0||4.0|22.0|28.0|16.0||217.0|76.0|
||2018|12.0|45.0|0.0|36.0||13.0|9.0|6.0|34.0|9.0|12.0|43.0|87.0||1.0|273.0|23.0|14.0||4.0|36.0|25.0|15.0|0.0|187.0|80.0|
||2019|11.0|20.0|5.0|38.0||19.0|12.0|6.0|64.0|24.0|13.0|42.0|72.0|||255.0|19.0|35.0||0.0|69.0|33.0|12.0|3.0|211.0|89.0|
||2020|16.0|18.0|12.0|35.0|0.0|31.0|12.0|0.0|51.0|21.0|14.0|32.0|64.0||0.0|191.0|17.0|30.0|2.0|5.0|63.0|69.0|9.0|2.0|341.0|91.0|
||2021|30.0|19.0|15.0|33.0|0.0|40.0|4.0|0.0|58.0|23.0|16.0|28.0|64.0||0.0|178.0|19.0|55.0|3.0|2.0|71.0|61.0|10.0|1.0|101.0|200.0|
||2022|35.0|6.0|16.0|38.0|0.0|48.0|5.0|0.0|55.0|20.0|14.0|35.0|64.0||0.0|182.0|15.0|42.0|1.0|4.0|70.0|34.0|9.0|2.0|265.0|175.0|
||2023|22.0|9.0|10.0|50.0|0.0|38.0|4.0|0.0|29.0|12.0|13.0|32.0|66.0||0.0|161.0|10.0|38.0|0.0|8.0|50.0|46.0|7.0|3.0|305.0|150.0|
||2024|28.0|11.0|8.0|40.0|2.0|36.0|6.0|0.0|42.0|9.0|20.0|28.0|68.0||0.0|161.0|5.0|74.0|1.0|6.0|61.0|41.0|7.0|13.0|336.0|160.0|
|01.41.10.04.02. (Süt Sığırları, Canlı (Manda), 1 - 2 Yaş Arası Dişi (Düve))|2004||0.0||11.0||2.0|1.0||0.0||5.0||20.0|47.0|0.0|10.0|1.0||0.0|||8.0||0.0|15.0|15.0|
||2005||||12.0||7.0|1.0|0.0|6.0||5.0||20.0|12.0||16.0|1.0|||||7.0|||13.0|15.0|
||2006||||10.0||4.0|0.0|0.0|6.0||5.0||20.0|15.0||11.0|1.0|||||6.0|||13.0|15.0|
||2007||0.0||11.0||2.0|0.0||0.0||2.0||4.0|9.0|1.0|10.0|2.0|||||7.0|||3.0|12.0|
||2008||0.0||9.0||1.0||1.0|0.0||0.0||3.0|10.0|1.0|15.0|0.0|1.0||||1.0||0.0|6.0|13.0|
||2009||2.0||25.0||2.0||1.0|1.0||1.0||2.0|12.0|2.0|25.0|0.0|0.0|||0.0|4.0||1.0|6.0|17.0|
||2010||1.0|0.0|3.0||1.0||0.0|1.0|0.0|0.0||5.0|10.0|1.0|50.0|1.0|0.0|0.0|0.0|0.0|2.0|4.0|2.0|7.0|16.0|
||2011|0.0|0.0|0.0|6.0||1.0|0.0|1.0|1.0|0.0|0.0||4.0|11.0|0.0|20.0|0.0|0.0|0.0|0.0|0.0|4.0|0.0|7.0|4.0|91.0|
||2012|0.0|0.0||7.0|0.0|0.0||0.0|5.0|0.0|1.0||2.0|10.0||38.0|1.0|0.0|0.0|0.0|0.0|4.0|4.0|0.0|47.0|23.0|
||2013|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|4.0|0.0|0.0||3.0|9.0|0.0|61.0|0.0|4.0|0.0|0.0|0.0|4.0|6.0|2.0|50.0|24.0|
||2014|8.0|0.0|0.0|6.0|0.0|1.0|0.0|0.0|4.0||0.0||9.0|8.0|0.0|42.0|0.0|14.0|0.0|0.0|1.0|5.0|5.0|0.0|10.0|30.0|
||2015|10.0|0.0||8.0||1.0|2.0|2.0|11.0||0.0||12.0|9.0|0.0|41.0|0.0|5.0||0.0|0.0|4.0|9.0|0.0|11.0|35.0|
||2016|0.0|0.0||7.0||1.0|2.0|2.0|13.0||0.0||13.0|8.0|0.0|50.0|6.0|7.0||0.0|4.0|0.0|8.0|0.0|13.0|36.0|
||2017|3.0|0.0|0.0|10.0||2.0|1.0|5.0|99.0||0.0|19.0|25.0||1.0|52.0|13.0|2.0||1.0|2.0|0.0|7.0||61.0|16.0|
||2018|4.0|2.0|0.0|11.0||3.0|4.0|0.0|29.0|0.0|1.0|10.0|17.0||1.0|53.0|1.0|1.0||1.0|12.0|12.0|6.0|31.0|99.0|20.0|
||2019|4.0|4.0|8.0|15.0||2.0|3.0|0.0|6.0|1.0|1.0|11.0|24.0|||33.0|2.0|0.0||2.0|12.0|14.0|8.0|1.0|76.0|21.0|
||2020|2.0|3.0|8.0|15.0|0.0|5.0|5.0|0.0|4.0|9.0|2.0|13.0|21.0||0.0|18.0|5.0|0.0|1.0|4.0|6.0|13.0|9.0|0.0|57.0|25.0|
||2021|2.0|2.0|10.0|14.0|0.0|5.0|3.0|0.0|16.0|12.0|2.0|12.0|21.0||0.0|35.0|6.0|15.0|1.0|1.0|8.0|15.0|10.0|0.0|71.0|30.0|
||2022|3.0|0.0|8.0|8.0|0.0|6.0|2.0|0.0|18.0|10.0|2.0|15.0|21.0||0.0|24.0|5.0|13.0|0.0|25.0|18.0|13.0|1.0|10.0|65.0|38.0|
||2023|9.0|2.0|5.0|5.0|0.0|15.0|0.0|0.0|10.0|2.0|6.0|12.0|23.0||0.0|31.0|2.0|16.0|1.0|2.0|14.0|7.0|2.0|1.0|63.0|40.0|
||2024|2.0|3.0|3.0|12.0|0.0|6.0|0.0|0.0|11.0|2.0|0.0|9.0|31.0||0.0|37.0|7.0|14.0|4.0|1.0|7.0|2.0|4.0|0.0|49.0|42.0|
|01.42.11.01.01. (Saf Kültür Sığırları, Canlı, 2 Ve Daha Yukarı Yaşta (Boğa))|2004|15.0|70.0|190.0|35.0|0.0|86.0|15.0|5.0|44.0||150.0||10.0|2.0|30.0|10.0|5.0|2.0|20.0||25.0|200.0||150.0|63.0|0.0|
||2005|15.0|80.0|250.0|12.0|0.0|115.0|15.0|0.0|110.0|0.0|150.0||10.0|3.0|40.0|20.0|10.0|1.0|50.0||28.0|150.0||310.0|67.0|40.0|
||2006|0.0|70.0|230.0|5.0|0.0|65.0|15.0|0.0|90.0|0.0|150.0||15.0|11.0|40.0|20.0|10.0|0.0|50.0||16.0|140.0||300.0|66.0|40.0|
||2007|5.0|75.0|30.0|7.0|91.0|58.0|10.0|0.0|31.0|40.0|573.0||228.0|25.0|50.0|20.0|34.0|4.0|10.0||52.0|147.0|35.0|70.0|280.0|0.0|
||2008|10.0|110.0|32.0|0.0|85.0|45.0|25.0|0.0|33.0|39.0|575.0||52.0|20.0|60.0|30.0|75.0|20.0|0.0||46.0|178.0|5.0|89.0|280.0|0.0|
||2009|8.0|50.0|0.0|0.0|76.0|27.0|5.0|0.0|120.0|270.0|365.0||48.0|22.0|30.0|30.0|50.0|10.0|10.0|200.0|73.0|50.0|0.0|150.0|275.0|0.0|
||2010|10.0|40.0|0.0|78.0|7.0|47.0|10.0|0.0|120.0|0.0|345.0||253.0|15.0|5.0|100.0|10.0|7.0|0.0|120.0|116.0|20.0|0.0|50.0|345.0|0.0|
||2011|20.0|100.0|0.0|214.0|17.0|419.0|20.0|0.0|165.0|0.0|358.0||277.0|5.0|0.0|150.0|223.0|6.0|0.0|130.0|136.0|38.0|0.0|10.0|1920.0|13.0|
||2012|300.0|50.0|0.0|184.0|200.0|431.0|10.0|0.0|1050.0|0.0|385.0||212.0|4.0|0.0|348.0|230.0|4.0|0.0|250.0|141.0|44.0|5.0|65.0|1536.0|25.0|
||2013|350.0|100.0|0.0|205.0|296.0|371.0|8.0|0.0|1310.0|230.0|391.0||180.0|5.0|0.0|381.0|235.0|0.0|0.0|100.0|150.0|109.0|6.0|130.0|1514.0|35.0|
||2014|308.0|100.0|314.0|65.0|35.0|378.0|300.0|10.0|1680.0|250.0|435.0||188.0|8.0|0.0|387.0|423.0|0.0|0.0|50.0|20.0|37.0|5.0|15.0|1300.0|325.0|
||2015|286.0|110.0|400.0|61.0|37.0|292.0|180.0|8.0|1682.0|350.0|490.0||579.0|12.0|0.0|396.0|438.0|0.0|0.0|30.0|28.0|36.0|4.0|15.0|1600.0|120.0|
||2016|997.0|120.0|200.0|62.0|28.0|74.0|190.0|9.0|1705.0|355.0|510.0||540.0|15.0|0.0|105.0|440.0|0.0|0.0|35.0|27.0|77.0|4.0|14.0|1610.0|150.0|
||2017|584.0|115.0|171.0|102.0|27.0|168.0|69.0|18.0|640.0|490.0|384.0|150.0|321.0||0.0|31.0|573.0|0.0|0.0|36.0|95.0|244.0|15.0|35.0|2264.0|365.0|
||2018|473.0|105.0|155.0|133.0|28.0|195.0|54.0|46.0|655.0|644.0|450.0|1600.0|196.0||0.0|411.0|670.0|0.0|0.0|35.0|100.0|108.0|300.0|150.0|1184.0|350.0|
||2019|399.0|135.0|150.0|605.0|27.0|654.0|67.0|30.0|780.0|706.0|500.0|900.0|145.0||0.0|219.0|315.0|0.0|0.0|34.0|147.0|58.0|250.0|161.0|1467.0|450.0|
||2020|858.0|120.0|165.0|630.0|23.0|803.0|26.0|21.0|871.0|650.0|2700.0|40.0|144.0||210.0|349.0|248.0|0.0|0.0|50.0|1950.0|59.0|250.0|100.0|8375.0|450.0|
||2021|865.0|130.0|200.0|595.0|22.0|590.0|22.0|20.0|516.0|668.0|2710.0|45.0|144.0||350.0|337.0|264.0|0.0|3000.0|38.0|7400.0|34.0|270.0|90.0|2298.0|300.0|
||2022|386.0|120.0|186.0|1812.0|20.0|625.0|15.0|5.0|560.0|500.0|1605.0|35.0|144.0||20.0|124.0|250.0|0.0|2700.0|33.0|7443.0|42.0|200.0|103.0|2860.0|107.0|
||2023|240.0|1425.0|172.0|1542.0|16.0|818.0|27.0|3.0|961.0|427.0|1769.0|26.0|153.0||8.0|205.0|258.0|0.0|16671.0|41.0|3171.0|29.0|194.0|41.0|964.0|70.0|
||2024|887.0|1030.0|125.0|1550.0|347.0|2518.0|22.0|1.0|1456.0|420.0|1526.0|20.0|166.0||12.0|217.0|309.0|243.0|25730.0|38.0|1999.0|57.0|195.0|8.0|7366.0|70.0|
|01.42.11.01.02. (Saf Kültür Sığırları, Canlı, 2 Ve Daha Yukarı Yaşta (Öküz))|2004|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0||0.0|47.0|0.0|
||2005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0||140.0|32.0|0.0|
||2006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|2.0|0.0|0.0|0.0||0.0|0.0||130.0|31.0|0.0|
||2007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|30.0|48.0|0.0|
||2008|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|1.0|0.0||0.0|0.0|0.0|6.0|44.0|0.0|
||2009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|32.0|0.0|
||2010|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|0.0|
||2011|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|25.0|0.0|
||2012|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0|0.0|
||2013|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20.0|0.0|
||2014|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|30.0|0.0|
||2015|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|50.0|0.0|
||2016|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|45.0|0.0|
||2017|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|50.0|0.0|
||2018|0.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
||2019|0.0|0.0|1.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
||2020|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
||2021|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||15.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
||2022|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
||2023|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
||2024|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|
|01.42.11.01.03. (Saf Kültür Sığırları, Canlı, 1 - 2 Yaş Arası Erkek (Tosun))|2004|50.0|400.0|440.0|27.0|30.0|117.0|5.0|5.0|107.0||100.0||140.0|105.0|70.0|26.0|150.0|8.0|500.0||665.0|40.0||68.0|43.0|0.0|
||2005|50.0|420.0|500.0|19.0|100.0|132.0|5.0|15.0|270.0|70.0|100.0||150.0|110.0|75.0|130.0|170.0|7.0|400.0||1204.0|40.0||40.0|45.0|125.0|
||2006|20.0|410.0|500.0|10.0|70.0|130.0|5.0|15.0|220.0|100.0|100.0||200.0|130.0|70.0|50.0|160.0|5.0|400.0||859.0|35.0||30.0|44.0|150.0|
||2007|30.0|480.0|570.0|25.0|289.0|115.0|5.0|14.0|254.0|290.0|523.0||254.0|155.0|90.0|110.0|185.0|12.0|900.0||918.0|50.0|33.0|35.0|252.0|15.0|
||2008|32.0|540.0|565.0|5.0|280.0|110.0|48.0|18.0|275.0|293.0|525.0||85.0|160.0|160.0|150.0|225.0|5.0|1080.0||923.0|98.0|4.0|165.0|454.0|17.0|
||2009|80.0|50.0|1000.0|10.0|254.0|85.0|5.0|15.0|480.0|317.0|335.0||86.0|162.0|100.0|100.0|150.0|3.0|1240.0|200.0|2547.0|100.0|25.0|200.0|1015.0|18.0|
||2010|110.0|120.0|300.0|12.0|101.0|125.0|10.0|12.0|485.0|320.0|330.0||291.0|120.0|110.0|100.0|160.0|2.0|1520.0|190.0|2840.0|140.0|50.0|220.0|1280.0|29.0|
||2011|70.0|150.0|290.0|98.0|210.0|330.0|45.0|13.0|765.0|250.0|335.0||263.0|2158.0|100.0|130.0|442.0|1.0|3350.0|250.0|2473.0|404.0|45.0|50.0|1780.0|35.0|
||2012|1352.0|180.0|350.0|97.0|700.0|350.0|65.0|38.0|1970.0|500.0|361.0||98.0|2721.0|10.0|245.0|450.0|4.0|3750.0|300.0|2230.0|324.0|27.0|45.0|1424.0|150.0|
||2013|1290.0|200.0|1050.0|107.0|700.0|288.0|55.0|23.0|2030.0|500.0|581.0||160.0|1317.0|9.0|271.0|460.0|0.0|4710.0|190.0|2250.0|404.0|26.0|90.0|1420.0|498.0|
||2014|870.0|200.0|1092.0|156.0|855.0|721.0|700.0|65.0|2860.0|211.0|600.0||242.0|362.0|22.0|295.0|860.0|3.0|4740.0|300.0|3908.0|111.0|55.0|169.0|4000.0|1100.0|
