|||Sütunlar|
Satırlar|||Ankara-6|
||||
||||
Atıksu Arıtma Tesisi Kapasitesi (Bin M3/Yıl)|Ölçüm bazında|2001|284592.0|
||2002|284592.0|
||2003|284592.0|
||2004|284592.0|
||2006|284592.0|
||2008|279955.0|
||2010|280320.0|
||2012|304224.0|
||2014|336138.0|
||2016|320987.0|
||2018|329019.0|
||2020|334811.0|
||2022|335249.0|
||||
